Age,MaturitySize,FurLength,Health,Quantity,Fee,VideoAmt,PhotoAmt,rescue_rank
-0.5206095369192729,0.0,0.0,0.0,-0.3912242651246602,-0.2711230074750089,-0.1639582737459796,-0.8283750444177661,0.9193029490616622
-0.4655306900291719,0.3333333333333333,0.0,0.0,0.2879033725983953,2.279424128736522,-0.1639582737459796,-0.5416621989273103,0.994727435210009
-0.5206095369192729,0.3333333333333333,0.0,0.0,0.2879033725983953,-0.2711230074750089,-0.1639582737459796,0.6051891830345133,0.9960679177837356
0.7462039415530493,0.6666666666666667,0.5,0.0,-0.3912242651246602,-0.2711230074750089,-0.1639582737459796,-0.2549493534368544,0.9476318141197496
0.7462039415530493,0.0,0.0,0.0,-0.3912242651246602,0.3665137765778739,-0.1639582737459796,2.6121791014677043,0.970420017873101
-0.4104518431390709,0.3333333333333333,0.5,0.0,-0.3912242651246602,-0.2711230074750089,-0.1639582737459796,0.3184763375440574,0.9762287756925828
-0.4104518431390709,0.3333333333333333,0.0,0.0,-0.3912242651246602,-0.2711230074750089,-0.1639582737459796,-0.5416621989273103,0.9927613941018768
-0.5206095369192729,0.3333333333333333,0.0,0.0,-0.3912242651246602,-0.2711230074750089,-0.1639582737459796,1.7520405649963369,0.9998212689901698
-0.4655306900291719,0.3333333333333333,0.5,0.0,-0.3912242651246602,-0.2711230074750089,-0.1639582737459796,-0.2549493534368544,0.9991063449508488
4.050934754959108,0.3333333333333333,0.0,0.0,-0.3912242651246602,-0.2711230074750089,-0.1639582737459796,-0.5416621989273103,0.7484361036639857
-0.35537299624897,0.0,0.0,0.0,-0.3912242651246602,-0.2711230074750089,-0.1639582737459796,-0.2549493534368544,0.9361930294906168
-0.245215302468768,0.3333333333333333,0.0,0.0,-0.3912242651246602,-0.2711230074750089,-0.1639582737459796,-0.2549493534368544,0.3381590705987489
-0.5206095369192729,0.0,0.0,0.0,-0.3912242651246602,-0.2711230074750089,-0.1639582737459796,-0.5416621989273103,0.3381590705987489
-0.4104518431390709,0.3333333333333333,0.5,0.0,-0.3912242651246602,-0.2711230074750089,-0.1639582737459796,-0.8283750444177661,0.9552278820375336
-0.4655306900291719,0.3333333333333333,0.5,0.0,0.2879033725983953,-0.2711230074750089,-0.1639582737459796,0.3184763375440574,0.9193029490616622
-0.35537299624897,0.0,0.0,0.0,-0.3912242651246602,-0.2711230074750089,-0.1639582737459796,-0.8283750444177661,0.9788203753351208
-0.5206095369192729,0.3333333333333333,0.0,0.0,0.2879033725983953,-0.2711230074750089,-0.1639582737459796,0.3184763375440574,0.9998212689901698
-0.35537299624897,0.3333333333333333,0.0,0.0,-0.3912242651246602,-0.2711230074750089,-0.1639582737459796,-0.8283750444177661,1.0
-0.4104518431390709,0.3333333333333333,0.5,0.0,-0.3912242651246602,-0.2711230074750089,-0.1639582737459796,0.3184763375440574,1.0
-0.1350576086885661,0.3333333333333333,0.0,0.0,-0.3912242651246602,2.279424128736522,-0.1639582737459796,-0.2549493534368544,0.3381590705987489
0.0852577788718377,0.3333333333333333,0.5,0.0,-0.3912242651246602,-0.2711230074750089,-0.1639582737459796,-0.2549493534368544,0.3381590705987489
-0.4104518431390709,0.3333333333333333,0.0,0.0,-0.3912242651246602,2.279424128736522,-0.1639582737459796,0.3184763375440574,0.8490616621983914
-0.0248999149083642,0.3333333333333333,0.5,0.0,-0.3912242651246602,-0.2583702717939513,-0.1639582737459796,0.0317634920536015,0.3381590705987489
-0.4655306900291719,0.3333333333333333,0.5,0.0,-0.3912242651246602,-0.2711230074750089,-0.1639582737459796,-0.8283750444177661,0.9994638069705094
-0.4104518431390709,0.3333333333333333,0.0,0.0,-0.3912242651246602,-0.2711230074750089,2.724674391675257,0.0317634920536015,0.9871313672922252
-0.4104518431390709,0.3333333333333333,0.0,0.0,-0.3912242651246602,-0.2711230074750089,-0.1639582737459796,-0.8283750444177661,0.9552278820375336
